199,1172,3.5,1068822207
334,6377,4,1441198886
52,2605,5,974729067
517,442,3,844687264
565,2088,3,974843823
112,4700,3,1097514898
413,3354,1,993087731
427,1997,3,1313019635
417,540,2,841447064
567,3177,3.5,1386910089
464,4007,4,1051711521
16,132796,3,1443384330
519,2376,4,945369921
423,2571,3,980859698
413,4239,3,993086341
363,1219,4,1217952929
254,1693,4.5,1215823629
176,5943,4,1052883648
385,1198,4,1153763613
647,2574,4,953447777
22,1296,4,853851089
356,1214,5,1130103639
354,8798,3,1140388906
94,8949,4,1304993087
653,388,4,1440029042
200,180,3.5,1214654817
213,1566,3,1218399067
548,58649,5,1235048025
582,750,0.5,1259725846
534,1193,3,965316088
214,435,1,1462639673
201,2321,4,1437934826
239,1203,3,1459365520
597,1827,4,1138729826
665,2011,4,1441101131
535,481,3,973440263
283,1580,2,1111612269
74,103624,3,1437104561
473,3793,3,970517723
288,71264,4.5,1469756012
206,10,3.5,1442136824
467,1097,5,945139864
429,593,4.5,1304136471
161,1409,3,974256830
218,2948,4,1108160774
215,1954,5,978131467
244,914,4,1094232624
374,1288,5,939035640
519,2875,4,945362044
214,83613,3.5,1462634647
307,535,3,939720948
186,3477,4,1003524674
548,8571,2.5,1199392113
24,4278,3.5,1148670046
331,350,4,948574412
559,3408,5,970409446
196,379,2,975419267
16,110771,2,1465880696
282,7156,4,1113796509
666,1729,3,995233631
625,93563,1.5,1367780373
16,1093,2,1166586415
519,1020,4,945365135
183,355,3,845744575
572,88,3.5,1334342448
564,27156,5,1400872477
120,2784,4,952583624
385,30848,2.5,1156525990
473,1183,3,939691545
314,2858,3.5,1105354669
42,353,4,1093889723
565,1488,2,974838921
409,733,4,933118888
96,4148,4,1019023078
119,1240,5,951008828
359,2316,1,957479762
39,110102,4,1413132672
545,6796,4,1435786495
293,3753,3.5,1140816479
371,1371,3.5,1096512181
95,5418,4,1291779744
272,296,4.5,1107785462
239,4700,4,1459365696
649,7011,3.5,1313877449
427,586,3.5,1215235439
248,2371,4,953271232
381,135518,2.5,1465156713
57,1961,2,1470350848
220,2335,3,974474569
73,3114,3,1461784599
309,267,5,854377232
578,593,4,1111475109
426,6539,4,1112383873
190,1296,1,968094876
548,955,5,974780009
214,3471,3.5,1462638284
466,2375,3,1170652879
628,2167,2.5,1201389793
575,59784,4,1232914491
380,4973,3.5,1378180265
233,110,5,955086825
520,35836,4.5,1469927155
597,2797,3.5,1138658324
538,1441,3,879502878
403,115664,4.5,1443394238
112,588,2.5,1097429297
454,3438,3,994622446
95,353,3,1291781185
585,4995,4,1271885018
457,4973,5,1432308190
510,2132,5,1093295410
295,5378,3,1124150867
76,1259,4,1165607737
554,41566,4.5,1423011346
312,6873,4,1083950011
214,83349,1,1462644085
453,538,3,976426512
595,3363,5,955037203
234,736,3,854481605
20,353,3,855192868
660,880,2,854359234
628,55577,4,1201379548
89,8368,3.5,1239767702
253,494,4,869101355
35,2987,4,973748598
16,90439,0.5,1361078276
588,194,4.5,1112453946
8,1225,5,851868246
215,2115,5,946919102
453,762,1,976423357
453,1101,2.5,1077115687
588,1784,4,1111796367
125,4016,4,1147861701
341,2951,4,1410373968
506,921,3,1340412442
24,922,4.5,1148671777
436,589,5,891508440
